"Sensor","Date_Time","Date","Time","Count"
"Monash Rd-Swanston St (West)",2020-07-07 01:00:00,2020-07-07,1,3
"Tin Alley-Swanston St (West)",2020-07-07 01:00:00,2020-07-07,1,1
"Little Collins St-Swanston St (East)",2020-07-07 01:00:00,2020-07-07,1,5
"Flinders La-Swanston St (West)",2020-07-07 01:00:00,2020-07-07,1,32
"Pelham St (South)",2020-07-07 01:00:00,2020-07-07,1,NA
"Melbourne Central-Elizabeth St (East)",2020-07-07 01:00:00,2020-07-07,1,29
"QVM-Queen St (East)",2020-07-07 01:00:00,2020-07-07,1,11
"QVM-Therry St (South)",2020-07-07 01:00:00,2020-07-07,1,37
"Faraday St-Lygon St (West)",2020-07-07 01:00:00,2020-07-07,1,2
"QVM-Franklin St (North)",2020-07-07 01:00:00,2020-07-07,1,33
"Elizabeth St-Lonsdale St (South)",2020-07-07 01:00:00,2020-07-07,1,12
"Lincoln-Swanston (W)",2020-07-07 01:00:00,2020-07-07,1,NA
"Elizabeth St-La Trobe St (East)",2020-07-07 01:00:00,2020-07-07,1,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 01:00:00,2020-07-07,1,4
"Bourke St Bridge",2020-07-07 01:00:00,2020-07-07,1,2
"Bourke St - Spencer St (North)",2020-07-07 01:00:00,2020-07-07,1,18
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 01:00:00,2020-07-07,1,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 01:00:00,2020-07-07,1,NA
"RMIT Building 14",2020-07-07 01:00:00,2020-07-07,1,8
"380 Elizabeth St",2020-07-07 01:00:00,2020-07-07,1,57
"La Trobe St (North)",2020-07-07 01:00:00,2020-07-07,1,NA
"231 Bourke St",2020-07-07 01:00:00,2020-07-07,1,13
"Royal Pde - Grattan St",2020-07-07 01:00:00,2020-07-07,1,2
"Bourke Street Mall (North)",2020-07-07 02:00:00,2020-07-07,2,5
"Bourke Street Mall (South)",2020-07-07 02:00:00,2020-07-07,2,7
"Melbourne Central",2020-07-07 02:00:00,2020-07-07,2,36
"Town Hall (West)",2020-07-07 02:00:00,2020-07-07,2,18
"Princes Bridge",2020-07-07 02:00:00,2020-07-07,2,27
"Flinders Street Station Underpass",2020-07-07 02:00:00,2020-07-07,2,13
"Birrarung Marr",2020-07-07 02:00:00,2020-07-07,2,9
"Webb Bridge",2020-07-07 02:00:00,2020-07-07,2,1
"Southern Cross Station",2020-07-07 02:00:00,2020-07-07,2,NA
"Victoria Point",2020-07-07 02:00:00,2020-07-07,2,1
"Waterfront City",2020-07-07 02:00:00,2020-07-07,2,NA
"New Quay",2020-07-07 02:00:00,2020-07-07,2,7
"Flagstaff Station",2020-07-07 02:00:00,2020-07-07,2,NA
"Sandridge Bridge",2020-07-07 02:00:00,2020-07-07,2,1
"State Library",2020-07-07 02:00:00,2020-07-07,2,NA
"Collins St (North)",2020-07-07 02:00:00,2020-07-07,2,4
"Collins Place (South)",2020-07-07 02:00:00,2020-07-07,2,1
"Collins Place (North)",2020-07-07 02:00:00,2020-07-07,2,2
"Chinatown-Swanston St (North)",2020-07-07 02:00:00,2020-07-07,2,20
"Chinatown-Lt Bourke St (South)",2020-07-07 02:00:00,2020-07-07,2,11
"Bourke St-Russell St (West)",2020-07-07 02:00:00,2020-07-07,2,NA
"Flinders St-Elizabeth St (East)",2020-07-07 02:00:00,2020-07-07,2,32
"Spencer St-Collins St (South)",2020-07-07 02:00:00,2020-07-07,2,9
"Spencer St-Collins St (North)",2020-07-07 02:00:00,2020-07-07,2,52
"Melbourne Convention Exhibition Centre",2020-07-07 02:00:00,2020-07-07,2,11
"QV Market-Elizabeth St (West)",2020-07-07 02:00:00,2020-07-07,2,58
"QV Market-Peel St",2020-07-07 02:00:00,2020-07-07,2,1
"The Arts Centre",2020-07-07 02:00:00,2020-07-07,2,15
"St Kilda Rd-Alexandra Gardens",2020-07-07 02:00:00,2020-07-07,2,1
"Lonsdale St (South)",2020-07-07 02:00:00,2020-07-07,2,4
"Lygon St (West)",2020-07-07 02:00:00,2020-07-07,2,11
"City Square",2020-07-07 02:00:00,2020-07-07,2,NA
"Flinders St-Spring St (West)",2020-07-07 02:00:00,2020-07-07,2,NA
"Flinders St-Spark La",2020-07-07 02:00:00,2020-07-07,2,1
"Southbank",2020-07-07 02:00:00,2020-07-07,2,NA
"Queen St (West)",2020-07-07 02:00:00,2020-07-07,2,1
"Lygon St (East)",2020-07-07 02:00:00,2020-07-07,2,2
"Alfred Place",2020-07-07 02:00:00,2020-07-07,2,NA
"Lonsdale St-Spring St (West)",2020-07-07 02:00:00,2020-07-07,2,NA
"Grattan St-Swanston St (West)",2020-07-07 02:00:00,2020-07-07,2,5
"Monash Rd-Swanston St (West)",2020-07-07 02:00:00,2020-07-07,2,2
"Tin Alley-Swanston St (West)",2020-07-07 02:00:00,2020-07-07,2,NA
"Little Collins St-Swanston St (East)",2020-07-07 02:00:00,2020-07-07,2,3
"Flinders La-Swanston St (West)",2020-07-07 02:00:00,2020-07-07,2,34
"Pelham St (South)",2020-07-07 02:00:00,2020-07-07,2,4
"Melbourne Central-Elizabeth St (East)",2020-07-07 02:00:00,2020-07-07,2,24
"QVM-Queen St (East)",2020-07-07 02:00:00,2020-07-07,2,5
"QVM-Therry St (South)",2020-07-07 02:00:00,2020-07-07,2,37
"Faraday St-Lygon St (West)",2020-07-07 02:00:00,2020-07-07,2,5
"QVM-Franklin St (North)",2020-07-07 02:00:00,2020-07-07,2,18
"Elizabeth St-Lonsdale St (South)",2020-07-07 02:00:00,2020-07-07,2,2
"Lincoln-Swanston (W)",2020-07-07 02:00:00,2020-07-07,2,NA
"Elizabeth St-La Trobe St (East)",2020-07-07 02:00:00,2020-07-07,2,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 02:00:00,2020-07-07,2,8
"Bourke St Bridge",2020-07-07 02:00:00,2020-07-07,2,2
"Bourke St - Spencer St (North)",2020-07-07 02:00:00,2020-07-07,2,11
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 02:00:00,2020-07-07,2,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 02:00:00,2020-07-07,2,NA
"RMIT Building 14",2020-07-07 02:00:00,2020-07-07,2,19
"380 Elizabeth St",2020-07-07 02:00:00,2020-07-07,2,77
"La Trobe St (North)",2020-07-07 02:00:00,2020-07-07,2,NA
"231 Bourke St",2020-07-07 02:00:00,2020-07-07,2,5
"Royal Pde - Grattan St",2020-07-07 02:00:00,2020-07-07,2,4
"Bourke Street Mall (North)",2020-07-07 03:00:00,2020-07-07,3,4
"Bourke Street Mall (South)",2020-07-07 03:00:00,2020-07-07,3,8
"Melbourne Central",2020-07-07 03:00:00,2020-07-07,3,24
"Town Hall (West)",2020-07-07 03:00:00,2020-07-07,3,13
"Princes Bridge",2020-07-07 03:00:00,2020-07-07,3,33
"Flinders Street Station Underpass",2020-07-07 03:00:00,2020-07-07,3,4
"Birrarung Marr",2020-07-07 03:00:00,2020-07-07,3,6
"Webb Bridge",2020-07-07 03:00:00,2020-07-07,3,NA
"Southern Cross Station",2020-07-07 03:00:00,2020-07-07,3,5
"Victoria Point",2020-07-07 03:00:00,2020-07-07,3,1
"Waterfront City",2020-07-07 03:00:00,2020-07-07,3,NA
"New Quay",2020-07-07 03:00:00,2020-07-07,3,1
"Flagstaff Station",2020-07-07 03:00:00,2020-07-07,3,NA
"Sandridge Bridge",2020-07-07 03:00:00,2020-07-07,3,NA
"State Library",2020-07-07 03:00:00,2020-07-07,3,NA
"Collins St (North)",2020-07-07 03:00:00,2020-07-07,3,10
"Collins Place (South)",2020-07-07 03:00:00,2020-07-07,3,3
"Collins Place (North)",2020-07-07 03:00:00,2020-07-07,3,NA
"Chinatown-Swanston St (North)",2020-07-07 03:00:00,2020-07-07,3,21
"Chinatown-Lt Bourke St (South)",2020-07-07 03:00:00,2020-07-07,3,2
"Bourke St-Russell St (West)",2020-07-07 03:00:00,2020-07-07,3,NA
"Flinders St-Elizabeth St (East)",2020-07-07 03:00:00,2020-07-07,3,51
"Spencer St-Collins St (South)",2020-07-07 03:00:00,2020-07-07,3,17
"Spencer St-Collins St (North)",2020-07-07 03:00:00,2020-07-07,3,6
"Melbourne Convention Exhibition Centre",2020-07-07 03:00:00,2020-07-07,3,7
"QV Market-Elizabeth St (West)",2020-07-07 03:00:00,2020-07-07,3,29
"QV Market-Peel St",2020-07-07 03:00:00,2020-07-07,3,1
"The Arts Centre",2020-07-07 03:00:00,2020-07-07,3,21
"St Kilda Rd-Alexandra Gardens",2020-07-07 03:00:00,2020-07-07,3,1
"Lonsdale St (South)",2020-07-07 03:00:00,2020-07-07,3,9
"Lygon St (West)",2020-07-07 03:00:00,2020-07-07,3,14
"City Square",2020-07-07 03:00:00,2020-07-07,3,NA
"Flinders St-Spring St (West)",2020-07-07 03:00:00,2020-07-07,3,NA
"Flinders St-Spark La",2020-07-07 03:00:00,2020-07-07,3,NA
"Southbank",2020-07-07 03:00:00,2020-07-07,3,NA
"Queen St (West)",2020-07-07 03:00:00,2020-07-07,3,1
"Lygon St (East)",2020-07-07 03:00:00,2020-07-07,3,1
"Alfred Place",2020-07-07 03:00:00,2020-07-07,3,NA
"Lonsdale St-Spring St (West)",2020-07-07 03:00:00,2020-07-07,3,1
"Grattan St-Swanston St (West)",2020-07-07 03:00:00,2020-07-07,3,1
"Monash Rd-Swanston St (West)",2020-07-07 03:00:00,2020-07-07,3,NA
"Tin Alley-Swanston St (West)",2020-07-07 03:00:00,2020-07-07,3,3
"Little Collins St-Swanston St (East)",2020-07-07 03:00:00,2020-07-07,3,13
"Flinders La-Swanston St (West)",2020-07-07 03:00:00,2020-07-07,3,17
"Pelham St (South)",2020-07-07 03:00:00,2020-07-07,3,NA
"Melbourne Central-Elizabeth St (East)",2020-07-07 03:00:00,2020-07-07,3,16
"QVM-Queen St (East)",2020-07-07 03:00:00,2020-07-07,3,5
"QVM-Therry St (South)",2020-07-07 03:00:00,2020-07-07,3,29
"Faraday St-Lygon St (West)",2020-07-07 03:00:00,2020-07-07,3,3
"QVM-Franklin St (North)",2020-07-07 03:00:00,2020-07-07,3,NA
"Elizabeth St-Lonsdale St (South)",2020-07-07 03:00:00,2020-07-07,3,NA
"Lincoln-Swanston (W)",2020-07-07 03:00:00,2020-07-07,3,1
"Elizabeth St-La Trobe St (East)",2020-07-07 03:00:00,2020-07-07,3,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 03:00:00,2020-07-07,3,5
"Bourke St Bridge",2020-07-07 03:00:00,2020-07-07,3,2
"Bourke St - Spencer St (North)",2020-07-07 03:00:00,2020-07-07,3,10
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 03:00:00,2020-07-07,3,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 03:00:00,2020-07-07,3,NA
"RMIT Building 14",2020-07-07 03:00:00,2020-07-07,3,12
"380 Elizabeth St",2020-07-07 03:00:00,2020-07-07,3,40
"La Trobe St (North)",2020-07-07 03:00:00,2020-07-07,3,NA
"231 Bourke St",2020-07-07 03:00:00,2020-07-07,3,15
"Royal Pde - Grattan St",2020-07-07 03:00:00,2020-07-07,3,NA
"Bourke Street Mall (North)",2020-07-07 04:00:00,2020-07-07,4,1
"Bourke Street Mall (South)",2020-07-07 04:00:00,2020-07-07,4,4
"Melbourne Central",2020-07-07 04:00:00,2020-07-07,4,16
"Town Hall (West)",2020-07-07 04:00:00,2020-07-07,4,17
"Princes Bridge",2020-07-07 04:00:00,2020-07-07,4,42
"Flinders Street Station Underpass",2020-07-07 04:00:00,2020-07-07,4,14
"Birrarung Marr",2020-07-07 04:00:00,2020-07-07,4,2
"Webb Bridge",2020-07-07 04:00:00,2020-07-07,4,2
"Southern Cross Station",2020-07-07 04:00:00,2020-07-07,4,NA
"Victoria Point",2020-07-07 04:00:00,2020-07-07,4,2
"Waterfront City",2020-07-07 04:00:00,2020-07-07,4,NA
"New Quay",2020-07-07 04:00:00,2020-07-07,4,2
"Flagstaff Station",2020-07-07 04:00:00,2020-07-07,4,NA
"Sandridge Bridge",2020-07-07 04:00:00,2020-07-07,4,1
"State Library",2020-07-07 04:00:00,2020-07-07,4,NA
"Collins St (North)",2020-07-07 04:00:00,2020-07-07,4,1
"Collins Place (South)",2020-07-07 04:00:00,2020-07-07,4,8
"Collins Place (North)",2020-07-07 04:00:00,2020-07-07,4,1
"Chinatown-Swanston St (North)",2020-07-07 04:00:00,2020-07-07,4,23
"Chinatown-Lt Bourke St (South)",2020-07-07 04:00:00,2020-07-07,4,4
"Bourke St-Russell St (West)",2020-07-07 04:00:00,2020-07-07,4,NA
"Flinders St-Elizabeth St (East)",2020-07-07 04:00:00,2020-07-07,4,36
"Spencer St-Collins St (South)",2020-07-07 04:00:00,2020-07-07,4,4
"Spencer St-Collins St (North)",2020-07-07 04:00:00,2020-07-07,4,11
"Melbourne Convention Exhibition Centre",2020-07-07 04:00:00,2020-07-07,4,18
"QV Market-Elizabeth St (West)",2020-07-07 04:00:00,2020-07-07,4,37
"QV Market-Peel St",2020-07-07 04:00:00,2020-07-07,4,6
"The Arts Centre",2020-07-07 04:00:00,2020-07-07,4,37
"St Kilda Rd-Alexandra Gardens",2020-07-07 04:00:00,2020-07-07,4,NA
"Lonsdale St (South)",2020-07-07 04:00:00,2020-07-07,4,19
"Lygon St (West)",2020-07-07 04:00:00,2020-07-07,4,4
"City Square",2020-07-07 04:00:00,2020-07-07,4,NA
"Flinders St-Spring St (West)",2020-07-07 04:00:00,2020-07-07,4,NA
"Flinders St-Spark La",2020-07-07 04:00:00,2020-07-07,4,6
"Southbank",2020-07-07 04:00:00,2020-07-07,4,NA
"Queen St (West)",2020-07-07 04:00:00,2020-07-07,4,3
"Lygon St (East)",2020-07-07 04:00:00,2020-07-07,4,6
"Alfred Place",2020-07-07 04:00:00,2020-07-07,4,NA
"Lonsdale St-Spring St (West)",2020-07-07 04:00:00,2020-07-07,4,1
"Grattan St-Swanston St (West)",2020-07-07 04:00:00,2020-07-07,4,5
"Monash Rd-Swanston St (West)",2020-07-07 04:00:00,2020-07-07,4,1
"Tin Alley-Swanston St (West)",2020-07-07 04:00:00,2020-07-07,4,NA
"Little Collins St-Swanston St (East)",2020-07-07 04:00:00,2020-07-07,4,3
"Flinders La-Swanston St (West)",2020-07-07 04:00:00,2020-07-07,4,30
"Pelham St (South)",2020-07-07 04:00:00,2020-07-07,4,1
"Melbourne Central-Elizabeth St (East)",2020-07-07 04:00:00,2020-07-07,4,25
"QVM-Queen St (East)",2020-07-07 04:00:00,2020-07-07,4,3
"QVM-Therry St (South)",2020-07-07 04:00:00,2020-07-07,4,21
"Faraday St-Lygon St (West)",2020-07-07 04:00:00,2020-07-07,4,4
"QVM-Franklin St (North)",2020-07-07 04:00:00,2020-07-07,4,8
"Elizabeth St-Lonsdale St (South)",2020-07-07 04:00:00,2020-07-07,4,2
"Lincoln-Swanston (W)",2020-07-07 04:00:00,2020-07-07,4,NA
"Elizabeth St-La Trobe St (East)",2020-07-07 04:00:00,2020-07-07,4,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 04:00:00,2020-07-07,4,3
"Bourke St Bridge",2020-07-07 04:00:00,2020-07-07,4,7
"Bourke St - Spencer St (North)",2020-07-07 04:00:00,2020-07-07,4,7
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 04:00:00,2020-07-07,4,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 04:00:00,2020-07-07,4,NA
"RMIT Building 14",2020-07-07 04:00:00,2020-07-07,4,9
"380 Elizabeth St",2020-07-07 04:00:00,2020-07-07,4,26
"La Trobe St (North)",2020-07-07 04:00:00,2020-07-07,4,NA
"231 Bourke St",2020-07-07 04:00:00,2020-07-07,4,5
"Royal Pde - Grattan St",2020-07-07 04:00:00,2020-07-07,4,4
"Bourke Street Mall (North)",2020-07-07 05:00:00,2020-07-07,5,7
"Bourke Street Mall (South)",2020-07-07 05:00:00,2020-07-07,5,10
"Melbourne Central",2020-07-07 05:00:00,2020-07-07,5,48
"Town Hall (West)",2020-07-07 05:00:00,2020-07-07,5,45
"Princes Bridge",2020-07-07 05:00:00,2020-07-07,5,101
"Flinders Street Station Underpass",2020-07-07 05:00:00,2020-07-07,5,101
"Birrarung Marr",2020-07-07 05:00:00,2020-07-07,5,10
"Webb Bridge",2020-07-07 05:00:00,2020-07-07,5,12
"Southern Cross Station",2020-07-07 05:00:00,2020-07-07,5,36
"Victoria Point",2020-07-07 05:00:00,2020-07-07,5,2
"Waterfront City",2020-07-07 05:00:00,2020-07-07,5,1
"New Quay",2020-07-07 05:00:00,2020-07-07,5,11
"Flagstaff Station",2020-07-07 05:00:00,2020-07-07,5,NA
"Sandridge Bridge",2020-07-07 05:00:00,2020-07-07,5,3
"State Library",2020-07-07 05:00:00,2020-07-07,5,NA
"Collins St (North)",2020-07-07 05:00:00,2020-07-07,5,13
"Collins Place (South)",2020-07-07 05:00:00,2020-07-07,5,42
"Collins Place (North)",2020-07-07 05:00:00,2020-07-07,5,7
"Chinatown-Swanston St (North)",2020-07-07 05:00:00,2020-07-07,5,12
"Chinatown-Lt Bourke St (South)",2020-07-07 05:00:00,2020-07-07,5,10
"Bourke St-Russell St (West)",2020-07-07 05:00:00,2020-07-07,5,NA
"Flinders St-Elizabeth St (East)",2020-07-07 05:00:00,2020-07-07,5,122
"Spencer St-Collins St (South)",2020-07-07 05:00:00,2020-07-07,5,16
"Spencer St-Collins St (North)",2020-07-07 05:00:00,2020-07-07,5,128
"Melbourne Convention Exhibition Centre",2020-07-07 05:00:00,2020-07-07,5,35
"QV Market-Elizabeth St (West)",2020-07-07 05:00:00,2020-07-07,5,50
"QV Market-Peel St",2020-07-07 05:00:00,2020-07-07,5,5
"The Arts Centre",2020-07-07 05:00:00,2020-07-07,5,74
"St Kilda Rd-Alexandra Gardens",2020-07-07 05:00:00,2020-07-07,5,10
"Lonsdale St (South)",2020-07-07 05:00:00,2020-07-07,5,11
"Lygon St (West)",2020-07-07 05:00:00,2020-07-07,5,28
"City Square",2020-07-07 05:00:00,2020-07-07,5,NA
"Flinders St-Spring St (West)",2020-07-07 05:00:00,2020-07-07,5,NA
"Flinders St-Spark La",2020-07-07 05:00:00,2020-07-07,5,8
"Southbank",2020-07-07 05:00:00,2020-07-07,5,NA
"Queen St (West)",2020-07-07 05:00:00,2020-07-07,5,19
"Lygon St (East)",2020-07-07 05:00:00,2020-07-07,5,13
"Alfred Place",2020-07-07 05:00:00,2020-07-07,5,NA
"Lonsdale St-Spring St (West)",2020-07-07 05:00:00,2020-07-07,5,14
"Grattan St-Swanston St (West)",2020-07-07 05:00:00,2020-07-07,5,5
"Monash Rd-Swanston St (West)",2020-07-07 05:00:00,2020-07-07,5,2
"Tin Alley-Swanston St (West)",2020-07-07 05:00:00,2020-07-07,5,2
"Little Collins St-Swanston St (East)",2020-07-07 05:00:00,2020-07-07,5,23
"Flinders La-Swanston St (West)",2020-07-07 05:00:00,2020-07-07,5,129
"Pelham St (South)",2020-07-07 05:00:00,2020-07-07,5,2
"Melbourne Central-Elizabeth St (East)",2020-07-07 05:00:00,2020-07-07,5,39
"QVM-Queen St (East)",2020-07-07 05:00:00,2020-07-07,5,11
"QVM-Therry St (South)",2020-07-07 05:00:00,2020-07-07,5,16
"Faraday St-Lygon St (West)",2020-07-07 05:00:00,2020-07-07,5,6
"QVM-Franklin St (North)",2020-07-07 05:00:00,2020-07-07,5,16
"Elizabeth St-Lonsdale St (South)",2020-07-07 05:00:00,2020-07-07,5,5
"Lincoln-Swanston (W)",2020-07-07 05:00:00,2020-07-07,5,4
"Elizabeth St-La Trobe St (East)",2020-07-07 05:00:00,2020-07-07,5,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 05:00:00,2020-07-07,5,9
"Bourke St Bridge",2020-07-07 05:00:00,2020-07-07,5,18
"Bourke St - Spencer St (North)",2020-07-07 05:00:00,2020-07-07,5,55
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 05:00:00,2020-07-07,5,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 05:00:00,2020-07-07,5,NA
"RMIT Building 14",2020-07-07 05:00:00,2020-07-07,5,22
"380 Elizabeth St",2020-07-07 05:00:00,2020-07-07,5,89
"La Trobe St (North)",2020-07-07 05:00:00,2020-07-07,5,NA
"231 Bourke St",2020-07-07 05:00:00,2020-07-07,5,12
"Royal Pde - Grattan St",2020-07-07 05:00:00,2020-07-07,5,9
"Bourke Street Mall (North)",2020-07-07 06:00:00,2020-07-07,6,63
"Bourke Street Mall (South)",2020-07-07 06:00:00,2020-07-07,6,28
"Melbourne Central",2020-07-07 06:00:00,2020-07-07,6,76
"Town Hall (West)",2020-07-07 06:00:00,2020-07-07,6,100
"Princes Bridge",2020-07-07 06:00:00,2020-07-07,6,156
"Flinders Street Station Underpass",2020-07-07 06:00:00,2020-07-07,6,242
"Birrarung Marr",2020-07-07 06:00:00,2020-07-07,6,67
"Webb Bridge",2020-07-07 06:00:00,2020-07-07,6,47
"Southern Cross Station",2020-07-07 06:00:00,2020-07-07,6,204
"Victoria Point",2020-07-07 06:00:00,2020-07-07,6,28
"Waterfront City",2020-07-07 06:00:00,2020-07-07,6,9
"New Quay",2020-07-07 06:00:00,2020-07-07,6,34
"Flagstaff Station",2020-07-07 06:00:00,2020-07-07,6,NA
"Sandridge Bridge",2020-07-07 06:00:00,2020-07-07,6,11
"State Library",2020-07-07 06:00:00,2020-07-07,6,NA
"Collins St (North)",2020-07-07 06:00:00,2020-07-07,6,69
"Collins Place (South)",2020-07-07 06:00:00,2020-07-07,6,85
"Collins Place (North)",2020-07-07 06:00:00,2020-07-07,6,42
"Chinatown-Swanston St (North)",2020-07-07 06:00:00,2020-07-07,6,15
"Chinatown-Lt Bourke St (South)",2020-07-07 06:00:00,2020-07-07,6,13
"Bourke St-Russell St (West)",2020-07-07 06:00:00,2020-07-07,6,NA
"Flinders St-Elizabeth St (East)",2020-07-07 06:00:00,2020-07-07,6,274
"Spencer St-Collins St (South)",2020-07-07 06:00:00,2020-07-07,6,78
"Spencer St-Collins St (North)",2020-07-07 06:00:00,2020-07-07,6,361
"Melbourne Convention Exhibition Centre",2020-07-07 06:00:00,2020-07-07,6,157
"QV Market-Elizabeth St (West)",2020-07-07 06:00:00,2020-07-07,6,128
"QV Market-Peel St",2020-07-07 06:00:00,2020-07-07,6,30
"The Arts Centre",2020-07-07 06:00:00,2020-07-07,6,93
"St Kilda Rd-Alexandra Gardens",2020-07-07 06:00:00,2020-07-07,6,30
"Lonsdale St (South)",2020-07-07 06:00:00,2020-07-07,6,41
"Lygon St (West)",2020-07-07 06:00:00,2020-07-07,6,53
"City Square",2020-07-07 06:00:00,2020-07-07,6,NA
"Flinders St-Spring St (West)",2020-07-07 06:00:00,2020-07-07,6,NA
"Flinders St-Spark La",2020-07-07 06:00:00,2020-07-07,6,35
"Southbank",2020-07-07 06:00:00,2020-07-07,6,NA
"Queen St (West)",2020-07-07 06:00:00,2020-07-07,6,28
"Lygon St (East)",2020-07-07 06:00:00,2020-07-07,6,4
"Alfred Place",2020-07-07 06:00:00,2020-07-07,6,NA
"Lonsdale St-Spring St (West)",2020-07-07 06:00:00,2020-07-07,6,28
"Grattan St-Swanston St (West)",2020-07-07 06:00:00,2020-07-07,6,49
"Monash Rd-Swanston St (West)",2020-07-07 06:00:00,2020-07-07,6,13
"Tin Alley-Swanston St (West)",2020-07-07 06:00:00,2020-07-07,6,7
"Little Collins St-Swanston St (East)",2020-07-07 06:00:00,2020-07-07,6,37
"Flinders La-Swanston St (West)",2020-07-07 06:00:00,2020-07-07,6,308
"Pelham St (South)",2020-07-07 06:00:00,2020-07-07,6,17
"Melbourne Central-Elizabeth St (East)",2020-07-07 06:00:00,2020-07-07,6,71
"QVM-Queen St (East)",2020-07-07 06:00:00,2020-07-07,6,44
"QVM-Therry St (South)",2020-07-07 06:00:00,2020-07-07,6,23
"Faraday St-Lygon St (West)",2020-07-07 06:00:00,2020-07-07,6,17
"QVM-Franklin St (North)",2020-07-07 06:00:00,2020-07-07,6,49
"Elizabeth St-Lonsdale St (South)",2020-07-07 06:00:00,2020-07-07,6,21
"Lincoln-Swanston (W)",2020-07-07 06:00:00,2020-07-07,6,NA
"Elizabeth St-La Trobe St (East)",2020-07-07 06:00:00,2020-07-07,6,NA
"Lonsdale St - Elizabeth St (North)",2020-07-07 06:00:00,2020-07-07,6,72
"Bourke St Bridge",2020-07-07 06:00:00,2020-07-07,6,83
"Bourke St - Spencer St (North)",2020-07-07 06:00:00,2020-07-07,6,124
"RMIT Bld 80 - 445 Swanston Street",2020-07-07 06:00:00,2020-07-07,6,NA
"Flinders La-Swanston St (West) Temporary",2020-07-07 06:00:00,2020-07-07,6,NA
"RMIT Building 14",2020-07-07 06:00:00,2020-07-07,6,35
"380 Elizabeth St",2020-07-07 06:00:00,2020-07-07,6,251
"La Trobe St (North)",2020-07-07 06:00:00,2020-07-07,6,NA
"231 Bourke St",2020-07-07 06:00:00,2020-07-07,6,19
"Royal Pde - Grattan St",2020-07-07 06:00:00,2020-07-07,6,51
"Bourke Street Mall (North)",2020-07-07 07:00:00,2020-07-07,7,98
"Bourke Street Mall (South)",2020-07-07 07:00:00,2020-07-07,7,86
"Melbourne Central",2020-07-07 07:00:00,2020-07-07,7,140
"Town Hall (West)",2020-07-07 07:00:00,2020-07-07,7,180
"Princes Bridge",2020-07-07 07:00:00,2020-07-07,7,244
"Flinders Street Station Underpass",2020-07-07 07:00:00,2020-07-07,7,274
"Birrarung Marr",2020-07-07 07:00:00,2020-07-07,7,137
"Webb Bridge",2020-07-07 07:00:00,2020-07-07,7,128
"Southern Cross Station",2020-07-07 07:00:00,2020-07-07,7,259
"Victoria Point",2020-07-07 07:00:00,2020-07-07,7,67
"Waterfront City",2020-07-07 07:00:00,2020-07-07,7,10
"New Quay",2020-07-07 07:00:00,2020-07-07,7,75
"Flagstaff Station",2020-07-07 07:00:00,2020-07-07,7,NA
"Sandridge Bridge",2020-07-07 07:00:00,2020-07-07,7,9
"State Library",2020-07-07 07:00:00,2020-07-07,7,NA
"Collins St (North)",2020-07-07 07:00:00,2020-07-07,7,136
"Collins Place (South)",2020-07-07 07:00:00,2020-07-07,7,207
