"Sensor","Date_Time","Date","Time","Count"
"Flinders La-Swanston St (West) Temporary",2020-07-01 05:00:00,2020-07-01,5,NA
"RMIT Building 14",2020-07-01 05:00:00,2020-07-01,5,17
"380 Elizabeth St",2020-07-01 05:00:00,2020-07-01,5,82
"La Trobe St (North)",2020-07-01 05:00:00,2020-07-01,5,14
"231 Bourke St",2020-07-01 05:00:00,2020-07-01,5,13
"Royal Pde - Grattan St",2020-07-01 05:00:00,2020-07-01,5,12
"Bourke Street Mall (North)",2020-07-01 06:00:00,2020-07-01,6,89
"Bourke Street Mall (South)",2020-07-01 06:00:00,2020-07-01,6,25
"Melbourne Central",2020-07-01 06:00:00,2020-07-01,6,86
"Town Hall (West)",2020-07-01 06:00:00,2020-07-01,6,102
"Princes Bridge",2020-07-01 06:00:00,2020-07-01,6,192
"Flinders Street Station Underpass",2020-07-01 06:00:00,2020-07-01,6,216
"Birrarung Marr",2020-07-01 06:00:00,2020-07-01,6,63
"Webb Bridge",2020-07-01 06:00:00,2020-07-01,6,53
"Southern Cross Station",2020-07-01 06:00:00,2020-07-01,6,189
"Victoria Point",2020-07-01 06:00:00,2020-07-01,6,42
"Waterfront City",2020-07-01 06:00:00,2020-07-01,6,17
"New Quay",2020-07-01 06:00:00,2020-07-01,6,58
"Flagstaff Station",2020-07-01 06:00:00,2020-07-01,6,NA
"Sandridge Bridge",2020-07-01 06:00:00,2020-07-01,6,250
"State Library",2020-07-01 06:00:00,2020-07-01,6,NA
"Collins St (North)",2020-07-01 06:00:00,2020-07-01,6,80
"Collins Place (South)",2020-07-01 06:00:00,2020-07-01,6,91
"Collins Place (North)",2020-07-01 06:00:00,2020-07-01,6,44
"Chinatown-Swanston St (North)",2020-07-01 06:00:00,2020-07-01,6,23
"Chinatown-Lt Bourke St (South)",2020-07-01 06:00:00,2020-07-01,6,12
"Bourke St-Russell St (West)",2020-07-01 06:00:00,2020-07-01,6,NA
"Flinders St-Elizabeth St (East)",2020-07-01 06:00:00,2020-07-01,6,293
"Spencer St-Collins St (South)",2020-07-01 06:00:00,2020-07-01,6,85
"Spencer St-Collins St (North)",2020-07-01 06:00:00,2020-07-01,6,339
"Melbourne Convention Exhibition Centre",2020-07-01 06:00:00,2020-07-01,6,179
"QV Market-Elizabeth St (West)",2020-07-01 06:00:00,2020-07-01,6,83
"QV Market-Peel St",2020-07-01 06:00:00,2020-07-01,6,23
"The Arts Centre",2020-07-01 06:00:00,2020-07-01,6,130
"St Kilda Rd-Alexandra Gardens",2020-07-01 06:00:00,2020-07-01,6,34
"Lonsdale St (South)",2020-07-01 06:00:00,2020-07-01,6,38
"Lygon St (West)",2020-07-01 06:00:00,2020-07-01,6,49
"City Square",2020-07-01 06:00:00,2020-07-01,6,NA
"Flinders St-Spring St (West)",2020-07-01 06:00:00,2020-07-01,6,NA
"Flinders St-Spark La",2020-07-01 06:00:00,2020-07-01,6,29
"Southbank",2020-07-01 06:00:00,2020-07-01,6,136
"Queen St (West)",2020-07-01 06:00:00,2020-07-01,6,39
"Lygon St (East)",2020-07-01 06:00:00,2020-07-01,6,5
"Alfred Place",2020-07-01 06:00:00,2020-07-01,6,NA
"Lonsdale St-Spring St (West)",2020-07-01 06:00:00,2020-07-01,6,27
"Grattan St-Swanston St (West)",2020-07-01 06:00:00,2020-07-01,6,58
"Monash Rd-Swanston St (West)",2020-07-01 06:00:00,2020-07-01,6,19
"Tin Alley-Swanston St (West)",2020-07-01 06:00:00,2020-07-01,6,12
"Little Collins St-Swanston St (East)",2020-07-01 06:00:00,2020-07-01,6,47
"Flinders La-Swanston St (West)",2020-07-01 06:00:00,2020-07-01,6,314
"Pelham St (South)",2020-07-01 06:00:00,2020-07-01,6,10
"Melbourne Central-Elizabeth St (East)",2020-07-01 06:00:00,2020-07-01,6,87
"QVM-Queen St (East)",2020-07-01 06:00:00,2020-07-01,6,37
"QVM-Therry St (South)",2020-07-01 06:00:00,2020-07-01,6,32
"Faraday St-Lygon St (West)",2020-07-01 06:00:00,2020-07-01,6,11
"QVM-Franklin St (North)",2020-07-01 06:00:00,2020-07-01,6,55
"Elizabeth St-Lonsdale St (South)",2020-07-01 06:00:00,2020-07-01,6,20
"Lincoln-Swanston (W)",2020-07-01 06:00:00,2020-07-01,6,4
"Elizabeth St-La Trobe St (East)",2020-07-01 06:00:00,2020-07-01,6,NA
"Lonsdale St - Elizabeth St (North)",2020-07-01 06:00:00,2020-07-01,6,72
"Bourke St Bridge",2020-07-01 06:00:00,2020-07-01,6,58
"Bourke St - Spencer St (North)",2020-07-01 06:00:00,2020-07-01,6,115
"RMIT Bld 80 - 445 Swanston Street",2020-07-01 06:00:00,2020-07-01,6,NA
"Flinders La-Swanston St (West) Temporary",2020-07-01 06:00:00,2020-07-01,6,NA
"RMIT Building 14",2020-07-01 06:00:00,2020-07-01,6,32
"380 Elizabeth St",2020-07-01 06:00:00,2020-07-01,6,226
"La Trobe St (North)",2020-07-01 06:00:00,2020-07-01,6,38
"231 Bourke St",2020-07-01 06:00:00,2020-07-01,6,37
"Royal Pde - Grattan St",2020-07-01 06:00:00,2020-07-01,6,51
"Bourke Street Mall (North)",2020-07-01 07:00:00,2020-07-01,7,125
"Bourke Street Mall (South)",2020-07-01 07:00:00,2020-07-01,7,86
"Melbourne Central",2020-07-01 07:00:00,2020-07-01,7,140
"Town Hall (West)",2020-07-01 07:00:00,2020-07-01,7,156
"Princes Bridge",2020-07-01 07:00:00,2020-07-01,7,280
"Flinders Street Station Underpass",2020-07-01 07:00:00,2020-07-01,7,269
"Birrarung Marr",2020-07-01 07:00:00,2020-07-01,7,153
"Webb Bridge",2020-07-01 07:00:00,2020-07-01,7,136
"Southern Cross Station",2020-07-01 07:00:00,2020-07-01,7,294
"Victoria Point",2020-07-01 07:00:00,2020-07-01,7,75
"Waterfront City",2020-07-01 07:00:00,2020-07-01,7,31
"New Quay",2020-07-01 07:00:00,2020-07-01,7,109
"Flagstaff Station",2020-07-01 07:00:00,2020-07-01,7,NA
"Sandridge Bridge",2020-07-01 07:00:00,2020-07-01,7,260
"State Library",2020-07-01 07:00:00,2020-07-01,7,NA
"Collins St (North)",2020-07-01 07:00:00,2020-07-01,7,124
"Collins Place (South)",2020-07-01 07:00:00,2020-07-01,7,157
"Collins Place (North)",2020-07-01 07:00:00,2020-07-01,7,124
"Chinatown-Swanston St (North)",2020-07-01 07:00:00,2020-07-01,7,27
"Chinatown-Lt Bourke St (South)",2020-07-01 07:00:00,2020-07-01,7,16
"Bourke St-Russell St (West)",2020-07-01 07:00:00,2020-07-01,7,NA
"Flinders St-Elizabeth St (East)",2020-07-01 07:00:00,2020-07-01,7,493
"Spencer St-Collins St (South)",2020-07-01 07:00:00,2020-07-01,7,158
"Spencer St-Collins St (North)",2020-07-01 07:00:00,2020-07-01,7,447
"Melbourne Convention Exhibition Centre",2020-07-01 07:00:00,2020-07-01,7,340
"QV Market-Elizabeth St (West)",2020-07-01 07:00:00,2020-07-01,7,135
"QV Market-Peel St",2020-07-01 07:00:00,2020-07-01,7,37
"The Arts Centre",2020-07-01 07:00:00,2020-07-01,7,176
"St Kilda Rd-Alexandra Gardens",2020-07-01 07:00:00,2020-07-01,7,69
"Lonsdale St (South)",2020-07-01 07:00:00,2020-07-01,7,43
"Lygon St (West)",2020-07-01 07:00:00,2020-07-01,7,44
"City Square",2020-07-01 07:00:00,2020-07-01,7,NA
"Flinders St-Spring St (West)",2020-07-01 07:00:00,2020-07-01,7,NA
"Flinders St-Spark La",2020-07-01 07:00:00,2020-07-01,7,50
"Southbank",2020-07-01 07:00:00,2020-07-01,7,183
"Queen St (West)",2020-07-01 07:00:00,2020-07-01,7,52
"Lygon St (East)",2020-07-01 07:00:00,2020-07-01,7,22
"Alfred Place",2020-07-01 07:00:00,2020-07-01,7,NA
"Lonsdale St-Spring St (West)",2020-07-01 07:00:00,2020-07-01,7,61
"Grattan St-Swanston St (West)",2020-07-01 07:00:00,2020-07-01,7,52
"Monash Rd-Swanston St (West)",2020-07-01 07:00:00,2020-07-01,7,27
"Tin Alley-Swanston St (West)",2020-07-01 07:00:00,2020-07-01,7,23
"Little Collins St-Swanston St (East)",2020-07-01 07:00:00,2020-07-01,7,145
"Flinders La-Swanston St (West)",2020-07-01 07:00:00,2020-07-01,7,384
"Pelham St (South)",2020-07-01 07:00:00,2020-07-01,7,17
"Melbourne Central-Elizabeth St (East)",2020-07-01 07:00:00,2020-07-01,7,149
"QVM-Queen St (East)",2020-07-01 07:00:00,2020-07-01,7,70
"QVM-Therry St (South)",2020-07-01 07:00:00,2020-07-01,7,82
"Faraday St-Lygon St (West)",2020-07-01 07:00:00,2020-07-01,7,38
"QVM-Franklin St (North)",2020-07-01 07:00:00,2020-07-01,7,25
"Elizabeth St-Lonsdale St (South)",2020-07-01 07:00:00,2020-07-01,7,36
"Lincoln-Swanston (W)",2020-07-01 07:00:00,2020-07-01,7,9
"Elizabeth St-La Trobe St (East)",2020-07-01 07:00:00,2020-07-01,7,NA
"Lonsdale St - Elizabeth St (North)",2020-07-01 07:00:00,2020-07-01,7,53
"Bourke St Bridge",2020-07-01 07:00:00,2020-07-01,7,137
"Bourke St - Spencer St (North)",2020-07-01 07:00:00,2020-07-01,7,257
"RMIT Bld 80 - 445 Swanston Street",2020-07-01 07:00:00,2020-07-01,7,4
"Flinders La-Swanston St (West) Temporary",2020-07-01 07:00:00,2020-07-01,7,NA
"RMIT Building 14",2020-07-01 07:00:00,2020-07-01,7,67
"380 Elizabeth St",2020-07-01 07:00:00,2020-07-01,7,196
"La Trobe St (North)",2020-07-01 07:00:00,2020-07-01,7,24
"231 Bourke St",2020-07-01 07:00:00,2020-07-01,7,83
"Royal Pde - Grattan St",2020-07-01 07:00:00,2020-07-01,7,119
"Bourke Street Mall (North)",2020-07-01 08:00:00,2020-07-01,8,210
"Bourke Street Mall (South)",2020-07-01 08:00:00,2020-07-01,8,142
"Melbourne Central",2020-07-01 08:00:00,2020-07-01,8,251
"Town Hall (West)",2020-07-01 08:00:00,2020-07-01,8,274
"Princes Bridge",2020-07-01 08:00:00,2020-07-01,8,461
"Flinders Street Station Underpass",2020-07-01 08:00:00,2020-07-01,8,339
"Birrarung Marr",2020-07-01 08:00:00,2020-07-01,8,177
"Webb Bridge",2020-07-01 08:00:00,2020-07-01,8,161
"Southern Cross Station",2020-07-01 08:00:00,2020-07-01,8,327
"Victoria Point",2020-07-01 08:00:00,2020-07-01,8,71
"Waterfront City",2020-07-01 08:00:00,2020-07-01,8,40
"New Quay",2020-07-01 08:00:00,2020-07-01,8,171
"Flagstaff Station",2020-07-01 08:00:00,2020-07-01,8,NA
"Sandridge Bridge",2020-07-01 08:00:00,2020-07-01,8,370
"State Library",2020-07-01 08:00:00,2020-07-01,8,NA
"Collins St (North)",2020-07-01 08:00:00,2020-07-01,8,279
"Collins Place (South)",2020-07-01 08:00:00,2020-07-01,8,300
"Collins Place (North)",2020-07-01 08:00:00,2020-07-01,8,198
"Chinatown-Swanston St (North)",2020-07-01 08:00:00,2020-07-01,8,62
"Chinatown-Lt Bourke St (South)",2020-07-01 08:00:00,2020-07-01,8,62
"Bourke St-Russell St (West)",2020-07-01 08:00:00,2020-07-01,8,NA
"Flinders St-Elizabeth St (East)",2020-07-01 08:00:00,2020-07-01,8,764
"Spencer St-Collins St (South)",2020-07-01 08:00:00,2020-07-01,8,227
"Spencer St-Collins St (North)",2020-07-01 08:00:00,2020-07-01,8,665
"Melbourne Convention Exhibition Centre",2020-07-01 08:00:00,2020-07-01,8,445
"QV Market-Elizabeth St (West)",2020-07-01 08:00:00,2020-07-01,8,190
"QV Market-Peel St",2020-07-01 08:00:00,2020-07-01,8,61
"The Arts Centre",2020-07-01 08:00:00,2020-07-01,8,288
"St Kilda Rd-Alexandra Gardens",2020-07-01 08:00:00,2020-07-01,8,110
"Lonsdale St (South)",2020-07-01 08:00:00,2020-07-01,8,71
"Lygon St (West)",2020-07-01 08:00:00,2020-07-01,8,67
"City Square",2020-07-01 08:00:00,2020-07-01,8,NA
"Flinders St-Spring St (West)",2020-07-01 08:00:00,2020-07-01,8,NA
"Flinders St-Spark La",2020-07-01 08:00:00,2020-07-01,8,54
"Southbank",2020-07-01 08:00:00,2020-07-01,8,218
"Queen St (West)",2020-07-01 08:00:00,2020-07-01,8,163
"Lygon St (East)",2020-07-01 08:00:00,2020-07-01,8,45
"Alfred Place",2020-07-01 08:00:00,2020-07-01,8,NA
"Lonsdale St-Spring St (West)",2020-07-01 08:00:00,2020-07-01,8,155
"Grattan St-Swanston St (West)",2020-07-01 08:00:00,2020-07-01,8,47
"Monash Rd-Swanston St (West)",2020-07-01 08:00:00,2020-07-01,8,34
"Tin Alley-Swanston St (West)",2020-07-01 08:00:00,2020-07-01,8,25
"Little Collins St-Swanston St (East)",2020-07-01 08:00:00,2020-07-01,8,165
"Flinders La-Swanston St (West)",2020-07-01 08:00:00,2020-07-01,8,590
"Pelham St (South)",2020-07-01 08:00:00,2020-07-01,8,22
"Melbourne Central-Elizabeth St (East)",2020-07-01 08:00:00,2020-07-01,8,300
"QVM-Queen St (East)",2020-07-01 08:00:00,2020-07-01,8,81
"QVM-Therry St (South)",2020-07-01 08:00:00,2020-07-01,8,50
"Faraday St-Lygon St (West)",2020-07-01 08:00:00,2020-07-01,8,84
"QVM-Franklin St (North)",2020-07-01 08:00:00,2020-07-01,8,66
"Elizabeth St-Lonsdale St (South)",2020-07-01 08:00:00,2020-07-01,8,122
"Lincoln-Swanston (W)",2020-07-01 08:00:00,2020-07-01,8,11
"Elizabeth St-La Trobe St (East)",2020-07-01 08:00:00,2020-07-01,8,NA
"Lonsdale St - Elizabeth St (North)",2020-07-01 08:00:00,2020-07-01,8,105
"Bourke St Bridge",2020-07-01 08:00:00,2020-07-01,8,129
"Bourke St - Spencer St (North)",2020-07-01 08:00:00,2020-07-01,8,386
"RMIT Bld 80 - 445 Swanston Street",2020-07-01 08:00:00,2020-07-01,8,31
"Flinders La-Swanston St (West) Temporary",2020-07-01 08:00:00,2020-07-01,8,NA
"RMIT Building 14",2020-07-01 08:00:00,2020-07-01,8,125
"380 Elizabeth St",2020-07-01 08:00:00,2020-07-01,8,315
"La Trobe St (North)",2020-07-01 08:00:00,2020-07-01,8,49
"231 Bourke St",2020-07-01 08:00:00,2020-07-01,8,106
"Royal Pde - Grattan St",2020-07-01 08:00:00,2020-07-01,8,114
"Bourke Street Mall (North)",2020-07-01 09:00:00,2020-07-01,9,343
"Bourke Street Mall (South)",2020-07-01 09:00:00,2020-07-01,9,236
"Melbourne Central",2020-07-01 09:00:00,2020-07-01,9,243
"Town Hall (West)",2020-07-01 09:00:00,2020-07-01,9,429
"Princes Bridge",2020-07-01 09:00:00,2020-07-01,9,326
"Flinders Street Station Underpass",2020-07-01 09:00:00,2020-07-01,9,295
"Birrarung Marr",2020-07-01 09:00:00,2020-07-01,9,106
"Webb Bridge",2020-07-01 09:00:00,2020-07-01,9,145
"Southern Cross Station",2020-07-01 09:00:00,2020-07-01,9,173
"Victoria Point",2020-07-01 09:00:00,2020-07-01,9,66
"Waterfront City",2020-07-01 09:00:00,2020-07-01,9,43
"New Quay",2020-07-01 09:00:00,2020-07-01,9,139
"Flagstaff Station",2020-07-01 09:00:00,2020-07-01,9,NA
"Sandridge Bridge",2020-07-01 09:00:00,2020-07-01,9,296
"State Library",2020-07-01 09:00:00,2020-07-01,9,NA
"Collins St (North)",2020-07-01 09:00:00,2020-07-01,9,389
"Collins Place (South)",2020-07-01 09:00:00,2020-07-01,9,273
"Collins Place (North)",2020-07-01 09:00:00,2020-07-01,9,200
"Chinatown-Swanston St (North)",2020-07-01 09:00:00,2020-07-01,9,69
"Chinatown-Lt Bourke St (South)",2020-07-01 09:00:00,2020-07-01,9,59
"Bourke St-Russell St (West)",2020-07-01 09:00:00,2020-07-01,9,NA
"Flinders St-Elizabeth St (East)",2020-07-01 09:00:00,2020-07-01,9,775
"Spencer St-Collins St (South)",2020-07-01 09:00:00,2020-07-01,9,164
"Spencer St-Collins St (North)",2020-07-01 09:00:00,2020-07-01,9,539
"Melbourne Convention Exhibition Centre",2020-07-01 09:00:00,2020-07-01,9,383
"QV Market-Elizabeth St (West)",2020-07-01 09:00:00,2020-07-01,9,199
"QV Market-Peel St",2020-07-01 09:00:00,2020-07-01,9,65
"The Arts Centre",2020-07-01 09:00:00,2020-07-01,9,228
"St Kilda Rd-Alexandra Gardens",2020-07-01 09:00:00,2020-07-01,9,81
"Lonsdale St (South)",2020-07-01 09:00:00,2020-07-01,9,121
"Lygon St (West)",2020-07-01 09:00:00,2020-07-01,9,72
"City Square",2020-07-01 09:00:00,2020-07-01,9,NA
"Flinders St-Spring St (West)",2020-07-01 09:00:00,2020-07-01,9,NA
"Flinders St-Spark La",2020-07-01 09:00:00,2020-07-01,9,49
"Southbank",2020-07-01 09:00:00,2020-07-01,9,162
"Queen St (West)",2020-07-01 09:00:00,2020-07-01,9,176
"Lygon St (East)",2020-07-01 09:00:00,2020-07-01,9,64
"Alfred Place",2020-07-01 09:00:00,2020-07-01,9,NA
"Lonsdale St-Spring St (West)",2020-07-01 09:00:00,2020-07-01,9,125
"Grattan St-Swanston St (West)",2020-07-01 09:00:00,2020-07-01,9,68
"Monash Rd-Swanston St (West)",2020-07-01 09:00:00,2020-07-01,9,46
"Tin Alley-Swanston St (West)",2020-07-01 09:00:00,2020-07-01,9,25
"Little Collins St-Swanston St (East)",2020-07-01 09:00:00,2020-07-01,9,215
"Flinders La-Swanston St (West)",2020-07-01 09:00:00,2020-07-01,9,762
"Pelham St (South)",2020-07-01 09:00:00,2020-07-01,9,45
"Melbourne Central-Elizabeth St (East)",2020-07-01 09:00:00,2020-07-01,9,363
"QVM-Queen St (East)",2020-07-01 09:00:00,2020-07-01,9,93
"QVM-Therry St (South)",2020-07-01 09:00:00,2020-07-01,9,97
"Faraday St-Lygon St (West)",2020-07-01 09:00:00,2020-07-01,9,140
"QVM-Franklin St (North)",2020-07-01 09:00:00,2020-07-01,9,63
"Elizabeth St-Lonsdale St (South)",2020-07-01 09:00:00,2020-07-01,9,109
"Lincoln-Swanston (W)",2020-07-01 09:00:00,2020-07-01,9,3
"Elizabeth St-La Trobe St (East)",2020-07-01 09:00:00,2020-07-01,9,NA
"Lonsdale St - Elizabeth St (North)",2020-07-01 09:00:00,2020-07-01,9,106
"Bourke St Bridge",2020-07-01 09:00:00,2020-07-01,9,131
"Bourke St - Spencer St (North)",2020-07-01 09:00:00,2020-07-01,9,313
"RMIT Bld 80 - 445 Swanston Street",2020-07-01 09:00:00,2020-07-01,9,44
"Flinders La-Swanston St (West) Temporary",2020-07-01 09:00:00,2020-07-01,9,NA
"RMIT Building 14",2020-07-01 09:00:00,2020-07-01,9,119
"380 Elizabeth St",2020-07-01 09:00:00,2020-07-01,9,350
"La Trobe St (North)",2020-07-01 09:00:00,2020-07-01,9,44
"231 Bourke St",2020-07-01 09:00:00,2020-07-01,9,177
"Royal Pde - Grattan St",2020-07-01 09:00:00,2020-07-01,9,142
"Bourke Street Mall (North)",2020-07-01 10:00:00,2020-07-01,10,595
"Bourke Street Mall (South)",2020-07-01 10:00:00,2020-07-01,10,406
"Melbourne Central",2020-07-01 10:00:00,2020-07-01,10,350
"Town Hall (West)",2020-07-01 10:00:00,2020-07-01,10,671
"Princes Bridge",2020-07-01 10:00:00,2020-07-01,10,525
"Flinders Street Station Underpass",2020-07-01 10:00:00,2020-07-01,10,283
"Birrarung Marr",2020-07-01 10:00:00,2020-07-01,10,100
"Webb Bridge",2020-07-01 10:00:00,2020-07-01,10,146
"Southern Cross Station",2020-07-01 10:00:00,2020-07-01,10,115
"Victoria Point",2020-07-01 10:00:00,2020-07-01,10,61
"Waterfront City",2020-07-01 10:00:00,2020-07-01,10,37
"New Quay",2020-07-01 10:00:00,2020-07-01,10,155
"Flagstaff Station",2020-07-01 10:00:00,2020-07-01,10,NA
"Sandridge Bridge",2020-07-01 10:00:00,2020-07-01,10,285
"State Library",2020-07-01 10:00:00,2020-07-01,10,NA
"Collins St (North)",2020-07-01 10:00:00,2020-07-01,10,459
"Collins Place (South)",2020-07-01 10:00:00,2020-07-01,10,253
"Collins Place (North)",2020-07-01 10:00:00,2020-07-01,10,208
"Chinatown-Swanston St (North)",2020-07-01 10:00:00,2020-07-01,10,128
"Chinatown-Lt Bourke St (South)",2020-07-01 10:00:00,2020-07-01,10,64
"Bourke St-Russell St (West)",2020-07-01 10:00:00,2020-07-01,10,NA
"Flinders St-Elizabeth St (East)",2020-07-01 10:00:00,2020-07-01,10,870
"Spencer St-Collins St (South)",2020-07-01 10:00:00,2020-07-01,10,159
"Spencer St-Collins St (North)",2020-07-01 10:00:00,2020-07-01,10,484
"Melbourne Convention Exhibition Centre",2020-07-01 10:00:00,2020-07-01,10,351
"QV Market-Elizabeth St (West)",2020-07-01 10:00:00,2020-07-01,10,304
"QV Market-Peel St",2020-07-01 10:00:00,2020-07-01,10,100
"The Arts Centre",2020-07-01 10:00:00,2020-07-01,10,324
"St Kilda Rd-Alexandra Gardens",2020-07-01 10:00:00,2020-07-01,10,118
"Lonsdale St (South)",2020-07-01 10:00:00,2020-07-01,10,168
"Lygon St (West)",2020-07-01 10:00:00,2020-07-01,10,114
"City Square",2020-07-01 10:00:00,2020-07-01,10,NA
"Flinders St-Spring St (West)",2020-07-01 10:00:00,2020-07-01,10,NA
"Flinders St-Spark La",2020-07-01 10:00:00,2020-07-01,10,62
"Southbank",2020-07-01 10:00:00,2020-07-01,10,189
"Queen St (West)",2020-07-01 10:00:00,2020-07-01,10,167
"Lygon St (East)",2020-07-01 10:00:00,2020-07-01,10,86
"Alfred Place",2020-07-01 10:00:00,2020-07-01,10,NA
"Lonsdale St-Spring St (West)",2020-07-01 10:00:00,2020-07-01,10,165
"Grattan St-Swanston St (West)",2020-07-01 10:00:00,2020-07-01,10,81
"Monash Rd-Swanston St (West)",2020-07-01 10:00:00,2020-07-01,10,34
"Tin Alley-Swanston St (West)",2020-07-01 10:00:00,2020-07-01,10,16
"Little Collins St-Swanston St (East)",2020-07-01 10:00:00,2020-07-01,10,273
"Flinders La-Swanston St (West)",2020-07-01 10:00:00,2020-07-01,10,918
"Pelham St (South)",2020-07-01 10:00:00,2020-07-01,10,47
"Melbourne Central-Elizabeth St (East)",2020-07-01 10:00:00,2020-07-01,10,472
"QVM-Queen St (East)",2020-07-01 10:00:00,2020-07-01,10,111
"QVM-Therry St (South)",2020-07-01 10:00:00,2020-07-01,10,92
"Faraday St-Lygon St (West)",2020-07-01 10:00:00,2020-07-01,10,259
"QVM-Franklin St (North)",2020-07-01 10:00:00,2020-07-01,10,75
"Elizabeth St-Lonsdale St (South)",2020-07-01 10:00:00,2020-07-01,10,160
"Lincoln-Swanston (W)",2020-07-01 10:00:00,2020-07-01,10,9
"Elizabeth St-La Trobe St (East)",2020-07-01 10:00:00,2020-07-01,10,NA
"Lonsdale St - Elizabeth St (North)",2020-07-01 10:00:00,2020-07-01,10,143
"Bourke St Bridge",2020-07-01 10:00:00,2020-07-01,10,112
"Bourke St - Spencer St (North)",2020-07-01 10:00:00,2020-07-01,10,310
"RMIT Bld 80 - 445 Swanston Street",2020-07-01 10:00:00,2020-07-01,10,68
"Flinders La-Swanston St (West) Temporary",2020-07-01 10:00:00,2020-07-01,10,NA
"RMIT Building 14",2020-07-01 10:00:00,2020-07-01,10,174
"380 Elizabeth St",2020-07-01 10:00:00,2020-07-01,10,526
"La Trobe St (North)",2020-07-01 10:00:00,2020-07-01,10,54
"231 Bourke St",2020-07-01 10:00:00,2020-07-01,10,212
"Royal Pde - Grattan St",2020-07-01 10:00:00,2020-07-01,10,92
"Bourke Street Mall (North)",2020-07-01 11:00:00,2020-07-01,11,865
"Bourke Street Mall (South)",2020-07-01 11:00:00,2020-07-01,11,644
"Melbourne Central",2020-07-01 11:00:00,2020-07-01,11,601
"Town Hall (West)",2020-07-01 11:00:00,2020-07-01,11,916
"Princes Bridge",2020-07-01 11:00:00,2020-07-01,11,574
"Flinders Street Station Underpass",2020-07-01 11:00:00,2020-07-01,11,326
"Birrarung Marr",2020-07-01 11:00:00,2020-07-01,11,141
"Webb Bridge",2020-07-01 11:00:00,2020-07-01,11,184
"Southern Cross Station",2020-07-01 11:00:00,2020-07-01,11,107
"Victoria Point",2020-07-01 11:00:00,2020-07-01,11,52
"Waterfront City",2020-07-01 11:00:00,2020-07-01,11,61
"New Quay",2020-07-01 11:00:00,2020-07-01,11,196
"Flagstaff Station",2020-07-01 11:00:00,2020-07-01,11,NA
"Sandridge Bridge",2020-07-01 11:00:00,2020-07-01,11,357
"State Library",2020-07-01 11:00:00,2020-07-01,11,NA
"Collins St (North)",2020-07-01 11:00:00,2020-07-01,11,592
"Collins Place (South)",2020-07-01 11:00:00,2020-07-01,11,273
"Collins Place (North)",2020-07-01 11:00:00,2020-07-01,11,180
"Chinatown-Swanston St (North)",2020-07-01 11:00:00,2020-07-01,11,235
"Chinatown-Lt Bourke St (South)",2020-07-01 11:00:00,2020-07-01,11,134
"Bourke St-Russell St (West)",2020-07-01 11:00:00,2020-07-01,11,NA
"Flinders St-Elizabeth St (East)",2020-07-01 11:00:00,2020-07-01,11,1070
"Spencer St-Collins St (South)",2020-07-01 11:00:00,2020-07-01,11,161
"Spencer St-Collins St (North)",2020-07-01 11:00:00,2020-07-01,11,528
"Melbourne Convention Exhibition Centre",2020-07-01 11:00:00,2020-07-01,11,443
"QV Market-Elizabeth St (West)",2020-07-01 11:00:00,2020-07-01,11,395
"QV Market-Peel St",2020-07-01 11:00:00,2020-07-01,11,139
"The Arts Centre",2020-07-01 11:00:00,2020-07-01,11,423
"St Kilda Rd-Alexandra Gardens",2020-07-01 11:00:00,2020-07-01,11,197
"Lonsdale St (South)",2020-07-01 11:00:00,2020-07-01,11,234
"Lygon St (West)",2020-07-01 11:00:00,2020-07-01,11,168
"City Square",2020-07-01 11:00:00,2020-07-01,11,NA
"Flinders St-Spring St (West)",2020-07-01 11:00:00,2020-07-01,11,NA
"Flinders St-Spark La",2020-07-01 11:00:00,2020-07-01,11,54
"Southbank",2020-07-01 11:00:00,2020-07-01,11,298
"Queen St (West)",2020-07-01 11:00:00,2020-07-01,11,184
"Lygon St (East)",2020-07-01 11:00:00,2020-07-01,11,101
"Alfred Place",2020-07-01 11:00:00,2020-07-01,11,NA
